m = 2.15516 + 5.36352i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  2.15516       5.36352
  1.000000  2.15516       5.36352
  100000.0  2.15516       5.36352
