m = 1.22354 + 2.59831i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  1.22354       2.59831
  1.000000  1.22354       2.59831
  100000.0  1.22354       2.59831
