m = 0.3298 + 8.1793i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  0.3298       8.1793
  1.000000  0.3298       8.1793
  100000.0  0.3298       8.1793
