m = 0.16 + 5.083i 
1 2 3 0 0 = columns for wave, Re(n), Im(n), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001    0.16     5.083
  1.000000    0.16     5.083
  100000.0    0.16     5.083
