m = 0.62 + 2.081i 
1 2 3 0 0 = columns for wave, Re(n), Im(n), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001   0.62      2.081
  1.000000   0.62      2.081
  100000.0   0.62      2.081
