m = 1.48 + 1.895i 
1 2 3 0 0 = columns for wave, Re(n), Im(n), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  1.48       1.895
  1.000000  1.48       1.895
  100000.0  1.48       1.895
