m = 2.653122618649042 + 6.871985077439834i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  2.653122618649042       6.871985077439834
  1.000000  2.653122618649042       6.871985077439834
  100000.0  2.653122618649042       6.871985077439834
