m = 3.6972  + 6.07702i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  3.6972        6.07702
  1.000000  3.6972        6.07702
  100000.0  3.6972        6.07702
