m = 1.9764  + 3.44811i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  1.9764        3.44811
  1.000000  1.9764        3.44811
  100000.0  1.9764        3.44811
