m = 2.32823 + 4.13704i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  2.32823       4.13704
  1.000000  2.32823       4.13704
  100000.0  2.32823       4.13704
