m = 2.16611 + 3.76445i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  2.16611       3.76445
  1.000000  2.16611       3.76445
  100000.0  2.16611       3.76445
