m = 1.65534 + 2.70246i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  1.65534       2.70246
  1.000000  1.65534       2.70246
  100000.0  1.65534       2.70246
