m = 3.10 + 24.06i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  3.10       24.06
  1.000000  3.10       24.06
  100000.0  3.10       24.06
