m = 0.998 + 0.0048i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  0.998       0.0048
  1.000000  0.998       0.0048
  100000.0  0.998       0.0048
