m = 0.835 + 0.148i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  0.835       0.148
  1.000000  0.835       0.148
  100000.0  0.835       0.148
