m = 1.476892095268254 + 1.880954985675266i 
1 2 3 0 0 = columns for wave, Re(N), Im(N), eps1, eps2
   LAMBDA     Re(N)     Im(N)
  0.000001  1.476892095268254       1.880954985675266
  1.000000  1.476892095268254       1.880954985675266
  100000.0  1.476892095268254       1.880954985675266
